type,topic,variant,url,db_id,slug,language,published,char_count,views_count,created_at,updated_at
travel_plan,보라카이 (필리핀),friends-3d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EB%B3%B4%EB%9D%BC%EC%B9%B4%EC%9D%B4/boracay-friends-3days,2a7538ec-1ee5-4752-b6d6-b1f30605bf54,boracay-friends-3days,ko,true,1192,52,2026-05-22T07:12:39.601868+00:00,
travel_plan,괌 (괌),friends-3d-ko,/destinations/%EA%B4%8C/%EA%B4%8C/guam-friends-3days,a03cd44a-055c-44d1-8b4f-e6108e4170f9,guam-friends-3days,ko,true,1193,61,2026-05-22T05:05:43.326465+00:00,
travel_plan,멜버른 (호주),couple-4d-ko,/destinations/%ED%98%B8%EC%A3%BC/%EB%A9%9C%EB%B2%84%EB%A5%B8/melbourne-couple-4days,ef05fc50-30ad-4f10-bb63-43096106d753,melbourne-couple-4days,ko,true,1386,65,2026-05-27T09:12:43.447523+00:00,
travel_plan,나트랑 (베트남),solo-2d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%EB%82%98%ED%8A%B8%EB%9E%91/nha-trang-solo-2days,794726c5-eb2e-4891-9e51-4d20b68a6bbd,nha-trang-solo-2days,ko,true,796,93,2026-05-22T07:08:23.612261+00:00,
travel_plan,후쿠오카 (일본),solo-2d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%ED%9B%84%EC%BF%A0%EC%98%A4%EC%B9%B4/fukuoka-solo-2days,b69a8c08-c66f-4fd8-aab0-3d43b99a0ea9,fukuoka-solo-2days,ko,true,651,81,2026-05-22T07:05:51.234535+00:00,
travel_plan,싱가포르 (싱가포르),solo-3d-ko,/destinations/%EC%8B%B1%EA%B0%80%ED%8F%AC%EB%A5%B4/%EC%8B%B1%EA%B0%80%ED%8F%AC%EB%A5%B4/singapore-solo-3days,0c54d905-7ce9-44cc-bd69-bffde6b30a2f,singapore-solo-3days,ko,true,1728,208,2026-05-13T05:12:51.378115+00:00,
travel_plan,치앙마이 (태국),solo-3d-ko,/destinations/%ED%83%9C%EA%B5%AD/%EC%B9%98%EC%95%99%EB%A7%88%EC%9D%B4/chiang-mai-solo-3days,7ced170a-8dce-4046-b777-79f81493b6c2,chiang-mai-solo-3days,ko,true,1302,67,2026-05-13T05:05:44.19079+00:00,
travel_plan,멜버른 (호주),solo-3d-ko,/destinations/%ED%98%B8%EC%A3%BC/%EB%A9%9C%EB%B2%84%EB%A5%B8/melbourne-solo-3days,0afee0a0-a00c-4011-9330-9b5f9c28e746,melbourne-solo-3days,ko,true,1006,60,2026-05-27T09:14:45.142197+00:00,
travel_plan,타이중 (대만),couple-3d-ko,/destinations/%EB%8C%80%EB%A7%8C/%ED%83%80%EC%9D%B4%EC%A4%91/taichung-couple-3days,9176bc5f-ef6d-4dd9-87a3-5f321c10c334,taichung-couple-3days,ko,true,1243,61,2026-05-22T05:22:48.879081+00:00,
travel_plan,타이중 (대만),solo-2d-ko,/destinations/%EB%8C%80%EB%A7%8C/%ED%83%80%EC%9D%B4%EC%A4%91/taichung-solo-2days,bb578a2b-6bf4-4784-9275-63a311596112,taichung-solo-2days,ko,true,689,127,2026-05-22T05:40:25.865755+00:00,
travel_plan,바르셀로나 (스페인),couple-3d-ko,/destinations/%EC%8A%A4%ED%8E%98%EC%9D%B8/%EB%B0%94%EB%A5%B4%EC%85%80%EB%A1%9C%EB%82%98/barcelona-couple-3days,6b71cce2-6e7c-4ab6-8404-25ce72384e3d,barcelona-couple-3days,ko,true,1836,45,2026-05-13T04:54:55.44407+00:00,
travel_plan,런던 (영국),couple-3d-ko,/destinations/%EC%98%81%EA%B5%AD/%EB%9F%B0%EB%8D%98/london-couple-3days,4b690344-7178-4879-8cb6-a1c5f7496f5f,london-couple-3days,ko,true,1603,91,2026-05-13T05:13:48.14475+00:00,
travel_plan,나고야 (일본),friends-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EB%82%98%EA%B3%A0%EC%95%BC/nagoya-friends-3days,3d5bdafa-b4c1-4371-96e9-427d155a3f9f,nagoya-friends-3days,ko,true,1190,37,2026-05-22T05:15:13.910742+00:00,
travel_plan,Rome (Italy),couple-3d-en,/en/destinations/Italy/Rome/rome-couple-3days-en,2d2615f6-c2c0-4ec9-9d4e-e498b46633be,rome-couple-3days-en,en,true,8016,37,2026-05-22T03:22:36.693958+00:00,
travel_plan,보라카이 (필리핀),couple-3d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EB%B3%B4%EB%9D%BC%EC%B9%B4%EC%9D%B4/boracay-couple-3days,dc54faa6-dc7a-4ddc-bd2a-70c104de364b,boracay-couple-3days,ko,true,1238,44,2026-05-22T05:01:13.799662+00:00,
travel_plan,Amsterdam (Netherlands),couple-3d-en,/en/destinations/Netherlands/Amsterdam/amsterdam-couple-3days-en,8ffa704b-b15a-413d-939d-e3d49e9785d5,amsterdam-couple-3days-en,en,true,6305,71,2026-05-22T03:26:01.501969+00:00,
travel_plan,도쿄 (일본),friends-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EB%8F%84%EC%BF%84/tokyo-friends-3days,f9b61f88-f9da-42b7-ac45-b07e555bcde5,tokyo-friends-3days,ko,true,1420,79,2026-05-13T04:41:04.507336+00:00,
travel_plan,Seoul (South Korea),couple-3d-en,/en/destinations/South%20Korea/Seoul/seoul-couple-3days-en,4360a878-a3a7-410d-987f-cdbe8fc84939,seoul-couple-3days-en,en,true,7972,43,2026-05-26T05:26:14.992802+00:00,
travel_plan,바르셀로나 (스페인),solo-3d-ko,/destinations/%EC%8A%A4%ED%8E%98%EC%9D%B8/%EB%B0%94%EB%A5%B4%EC%85%80%EB%A1%9C%EB%82%98/barcelona-solo-3days,4ecc01cd-ee96-47d8-b0f4-19cbd27125bf,barcelona-solo-3days,ko,true,1799,61,2026-05-13T04:57:46.120983+00:00,
travel_plan,보라카이 (필리핀),solo-2d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EB%B3%B4%EB%9D%BC%EC%B9%B4%EC%9D%B4/boracay-solo-2days,70adc798-17c3-46a9-929b-b81fe08e8b5d,boracay-solo-2days,ko,true,876,54,2026-05-22T05:02:13.186553+00:00,
travel_plan,Seoul (South Korea),solo-3d-en,/en/destinations/South%20Korea/Seoul/seoul-solo-3days-en,0d8cda3d-81a9-4670-b96b-8b9ee30a13a4,seoul-solo-3days-en,en,true,7863,57,2026-05-26T05:30:21.424284+00:00,
travel_plan,삿포로 (일본),solo-2d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%82%BF%ED%8F%AC%EB%A1%9C/sapporo-solo-2days,c0c98279-6db2-4ce2-83fe-151905d6dbd5,sapporo-solo-2days,ko,true,803,124,2026-05-22T05:42:31.416517+00:00,
travel_plan,시드니 (호주),solo-3d-ko,/destinations/%ED%98%B8%EC%A3%BC/%EC%8B%9C%EB%93%9C%EB%8B%88/sydney-solo-3days,06cdc74e-c0fe-4649-8b27-61c612a0d6f0,sydney-solo-3days,ko,true,1172,116,2026-05-27T09:11:40.386162+00:00,
travel_plan,오키나와 (일본),friends-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%98%A4%ED%82%A4%EB%82%98%EC%99%80/okinawa-friends-3days,1e0c20e7-e72e-4fdf-a1ff-e17277f1d316,okinawa-friends-3days,ko,true,943,37,2026-05-22T05:41:32.092579+00:00,
travel_plan,Seoul (South Korea),family-4d-en,/en/destinations/South%20Korea/Seoul/seoul-family-4days-en,2ff5f3f9-f682-4c22-af17-182e3e8ead44,seoul-family-4days-en,en,true,9873,66,2026-05-26T05:32:31.420204+00:00,
travel_plan,삿포로 (일본),friends-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%82%BF%ED%8F%AC%EB%A1%9C/sapporo-friends-3days,21964b3e-03d0-4363-b13a-54f23410157f,sapporo-friends-3days,ko,true,912,88,2026-05-22T05:25:55.44382+00:00,
travel_plan,Seoul (South Korea),friends-3d-en,/en/destinations/South%20Korea/Seoul/seoul-kpop-3days-en,b58bf4f8-51b2-42b4-8bc8-f67778d87504,seoul-kpop-3days-en,en,true,8423,47,2026-05-26T05:34:36.198831+00:00,
travel_plan,싱가포르 (싱가포르),couple-3d-ko,/destinations/%EC%8B%B1%EA%B0%80%ED%8F%AC%EB%A5%B4/%EC%8B%B1%EA%B0%80%ED%8F%AC%EB%A5%B4/singapore-couple-3days,6e4b0312-c28a-498d-a280-2a0af439f4da,singapore-couple-3days,ko,true,1476,66,2026-05-13T05:10:06.303954+00:00,
travel_plan,타이베이 (대만),couple-3d-ko,/destinations/%EB%8C%80%EB%A7%8C/%ED%83%80%EC%9D%B4%EB%B2%A0%EC%9D%B4/taipei-couple-3days,8edd3128-d1ed-4200-8dff-fcafce1113cc,taipei-couple-3days,ko,true,1020,57,2026-05-22T05:08:55.833186+00:00,
travel_plan,Busan (South Korea),couple-3d-en,/en/destinations/South%20Korea/Busan/busan-couple-3days-en,c67f93fb-0a36-4166-9899-0ec8dbc00b79,busan-couple-3days-en,en,true,9882,34,2026-05-26T05:36:37.19492+00:00,
travel_plan,다낭 (베트남),couple-3d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%EB%8B%A4%EB%82%AD/da-nang-couple-3days,9e49d1ff-a13d-41d0-afbe-159c52c30392,da-nang-couple-3days,ko,true,1340,44,2026-05-22T04:51:52.755428+00:00,
travel_plan,Busan (South Korea),friends-3d-en,/en/destinations/South%20Korea/Busan/busan-friends-3days-en,712accad-47bc-4a37-8f2b-688494fedac0,busan-friends-3days-en,en,true,7588,40,2026-05-26T05:38:19.021486+00:00,
travel_plan,방콕 (태국),solo-3d-ko,/destinations/%ED%83%9C%EA%B5%AD/%EB%B0%A9%EC%BD%95/bangkok-solo-3days,f1a75222-eb4b-4a9b-9dc7-ca02993d7228,bangkok-solo-3days,ko,true,1194,114,2026-05-13T05:01:35.122532+00:00,
travel_plan,Paris (France),couple-4d-en,/en/destinations/France/Paris/paris-couple-4days-en,bb8aceb6-1fda-4d44-b057-ca06d0c7c99c,paris-couple-4days-en,en,true,9380,43,2026-05-22T03:12:33.598194+00:00,
travel_plan,사이판 (사이판),couple-3d-ko,/destinations/%EC%82%AC%EC%9D%B4%ED%8C%90/%EC%82%AC%EC%9D%B4%ED%8C%90/saipan-couple-3days,bf032fd3-e173-4d22-b1dc-91b2cc07f7c0,saipan-couple-3days,ko,true,1117,32,2026-05-22T05:06:51.49862+00:00,
travel_plan,도쿄 (일본),solo-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EB%8F%84%EC%BF%84/tokyo-solo-3days,747e0da1-e064-41d6-8785-04297843a7e4,tokyo-solo-3days,ko,true,1448,196,2026-05-13T04:42:08.896439+00:00,
travel_plan,발리 (인도네시아),couple-3d-ko,/destinations/%EC%9D%B8%EB%8F%84%EB%84%A4%EC%8B%9C%EC%95%84/%EB%B0%9C%EB%A6%AC/bali-couple-3days,f6db5c75-b794-461a-a4c1-f7a2b1558361,bali-couple-3days,ko,true,1593,64,2026-05-13T05:06:42.822693+00:00,
travel_plan,파리 (프랑스),couple-3d-ko,/destinations/%ED%94%84%EB%9E%91%EC%8A%A4/%ED%8C%8C%EB%A6%AC/paris-couple-3days,7d7682e6-54bf-41e5-8202-705257e34e5a,paris-couple-3days,ko,true,1303,100,2026-05-13T04:51:25.454397+00:00,
travel_plan,세부 (필리핀),solo-2d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EC%84%B8%EB%B6%80/cebu-solo-2days,c80d176e-a80f-4306-b3d7-a980491f3c91,cebu-solo-2days,ko,true,889,53,2026-05-22T05:36:28.490871+00:00,
travel_plan,Barcelona (Spain),friends-3d-en,/en/destinations/Spain/Barcelona/barcelona-friends-3days-en,2f52cddd-d70b-45fb-9160-259de959205c,barcelona-friends-3days-en,en,true,9592,36,2026-05-22T03:21:05.636931+00:00,
travel_plan,발리 (인도네시아),family-4d-ko,/destinations/%EC%9D%B8%EB%8F%84%EB%84%A4%EC%8B%9C%EC%95%84/%EB%B0%9C%EB%A6%AC/bali-family-4days,483b5971-1b14-4c77-9ed9-9e8f9ee7262f,bali-family-4days,ko,true,2047,120,2026-05-13T05:07:40.804082+00:00,
travel_plan,멜버른 (호주),friends-4d-ko,/destinations/%ED%98%B8%EC%A3%BC/%EB%A9%9C%EB%B2%84%EB%A5%B8/melbourne-friends-4days,8b1f49bb-4fad-4eb2-863c-7a47c942b048,melbourne-friends-4days,ko,true,1232,72,2026-05-27T09:13:48.783796+00:00,
travel_plan,Bangkok (Thailand),solo-3d-en,/en/destinations/Thailand/Bangkok/bangkok-solo-3days-en,0b18f63d-e1c8-47fd-b66d-ed4781ad2615,bangkok-solo-3days-en,en,true,7769,34,2026-05-22T03:16:18.355611+00:00,
travel_plan,New York (USA),friends-4d-en,/en/destinations/USA/New%20York/new-york-friends-4days-en,b6db7312-a847-4204-85b8-5d0684106b28,new-york-friends-4days-en,en,true,12574,48,2026-05-22T03:24:38.749425+00:00,
travel_plan,Jeju (South Korea),couple-3d-en,/en/destinations/South%20Korea/Jeju/jeju-couple-3days-en,60bb58b4-1772-47e2-9f32-612ddc489ade,jeju-couple-3days-en,en,true,7503,39,2026-05-26T05:40:10.091263+00:00,
travel_plan,방콕 (태국),friends-3d-ko,/destinations/%ED%83%9C%EA%B5%AD/%EB%B0%A9%EC%BD%95/bangkok-friends-3days,fa4be370-5f56-4373-8d95-f93a0aabe454,bangkok-friends-3days,ko,true,1039,62,2026-05-13T05:00:46.286861+00:00,
travel_plan,Jeju (South Korea),family-4d-en,/en/destinations/South%20Korea/Jeju/jeju-family-4days-en,c82c8957-f4f2-40dd-a885-edbea78aab67,jeju-family-4days-en,en,true,9827,72,2026-05-26T05:42:23.49793+00:00,
travel_plan,치앙마이 (태국),family-4d-ko,/destinations/%ED%83%9C%EA%B5%AD/%EC%B9%98%EC%95%99%EB%A7%88%EC%9D%B4/chiang-mai-family-4days,7877391a-4355-4391-82a0-b4e94eb1db2b,chiang-mai-family-4days,ko,true,1748,56,2026-05-13T05:03:40.204624+00:00,
travel_plan,Bali (Indonesia),friends-5d-en,/en/destinations/Indonesia/Bali/bali-friends-5days-en,142ea095-5646-43c9-9ddb-ff00cb998acc,bali-friends-5days-en,en,true,5031,37,2026-05-22T03:31:05.492541+00:00,
travel_plan,세부 (필리핀),friends-3d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EC%84%B8%EB%B6%80/cebu-friends-3days,a133322f-9a6e-45f5-bc6d-eb42703abd85,cebu-friends-3days,ko,true,1344,66,2026-05-22T07:11:39.909975+00:00,
travel_plan,마닐라 (필리핀),solo-2d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EB%A7%88%EB%8B%90%EB%9D%BC/manila-solo-2days,3c2cd336-b757-473e-aec2-c5df3013ab46,manila-solo-2days,ko,true,889,39,2026-05-22T05:19:58.931248+00:00,
travel_plan,파리 (프랑스),family-4d-ko,/destinations/%ED%94%84%EB%9E%91%EC%8A%A4/%ED%8C%8C%EB%A6%AC/paris-family-4days,49b6f46b-e83b-4908-9d78-0b03e04732e6,paris-family-4days,ko,true,1475,167,2026-05-13T04:52:29.89616+00:00,
travel_plan,Gyeongju (South Korea),friends-2d-en,/en/destinations/South%20Korea/Gyeongju/gyeongju-history-2days-en,f6004413-e252-4fa7-98f4-4cb43ea5e9eb,gyeongju-history-2days-en,en,true,6050,39,2026-05-26T05:43:44.892066+00:00,
travel_plan,Jeonju (South Korea),friends-2d-en,/en/destinations/South%20Korea/Jeonju/jeonju-food-2days-en,70b1e60f-f3fa-4079-8890-da91511cfb3e,jeonju-food-2days-en,en,true,7059,34,2026-05-26T05:45:19.371736+00:00,
travel_plan,세부 (필리핀),couple-3d-ko,/destinations/%ED%95%84%EB%A6%AC%ED%95%80/%EC%84%B8%EB%B6%80/cebu-couple-3days,8d770ca1-642c-4a6f-b5f8-cc65768af2f2,cebu-couple-3days,ko,true,1178,72,2026-05-22T07:10:32.459977+00:00,
travel_plan,타이베이 (대만),friends-3d-ko,/destinations/%EB%8C%80%EB%A7%8C/%ED%83%80%EC%9D%B4%EB%B2%A0%EC%9D%B4/taipei-friends-3days,f8b8ac4b-3b5c-4665-bf1a-95e2a32f469c,taipei-friends-3days,ko,true,1016,95,2026-05-22T05:09:59.771955+00:00,
travel_plan,하노이 (베트남),friends-3d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%ED%95%98%EB%85%B8%EC%9D%B4/hanoi-friends-3days,d0486783-7470-4133-9d42-829a0d4d1902,hanoi-friends-3days,ko,true,1185,48,2026-05-22T04:57:07.948103+00:00,
travel_plan,Seoul (South Korea),friends-4d-en,/en/destinations/South%20Korea/Seoul/seoul-friends-4days-en,1f0eb818-c2af-4499-b79b-9e7f4d98eda3,seoul-friends-4days-en,en,true,10114,58,2026-05-26T06:16:14.176134+00:00,
travel_plan,도쿄 (일본),couple-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EB%8F%84%EC%BF%84/tokyo-couple-3days,011f4a81-a235-45b2-a4e8-8699ba826139,tokyo-couple-3days,ko,true,1089,259,2026-05-13T04:39:10.413792+00:00,
travel_plan,삿포로 (일본),couple-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%82%BF%ED%8F%AC%EB%A1%9C/sapporo-couple-3days,930e8830-748c-44e2-a249-0d01760eafef,sapporo-couple-3days,ko,true,1377,41,2026-05-22T05:24:52.210348+00:00,
travel_plan,하노이 (베트남),solo-2d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%ED%95%98%EB%85%B8%EC%9D%B4/hanoi-solo-2days,e5af35cf-414f-46b2-80b4-be41a47c70a8,hanoi-solo-2days,ko,true,843,38,2026-05-22T05:34:27.995931+00:00,
travel_plan,오사카 (일본),friends-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%98%A4%EC%82%AC%EC%B9%B4/osaka-friends-3days,df9ced35-1809-48e3-a539-319f974a0421,osaka-friends-3days,ko,true,1108,55,2026-05-13T04:44:53.380041+00:00,
travel_plan,오키나와 (일본),couple-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%98%A4%ED%82%A4%EB%82%98%EC%99%80/okinawa-couple-3days,1c9a964a-ec96-43a6-a4f6-6de2b72e2c98,okinawa-couple-3days,ko,true,1056,103,2026-05-22T05:11:56.329285+00:00,
travel_plan,방콕 (태국),family-4d-ko,/destinations/%ED%83%9C%EA%B5%AD/%EB%B0%A9%EC%BD%95/bangkok-family-4days,8541add3-9ab6-42fb-8963-6e0defcd0e35,bangkok-family-4days,ko,true,1795,58,2026-05-13T05:00:04.07725+00:00,
travel_plan,교토 (일본),couple-3d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EA%B5%90%ED%86%A0/kyoto-couple-3days,e0a9f9f0-dbef-4664-8efa-36e5ea6c5fca,kyoto-couple-3days,ko,true,1203,62,2026-05-13T04:47:06.861181+00:00,
travel_plan,런던 (영국),friends-3d-ko,/destinations/%EC%98%81%EA%B5%AD/%EB%9F%B0%EB%8D%98/london-friends-3days,0df89158-9db2-44f3-aa3b-39dcecf359f6,london-friends-3days,ko,true,1389,52,2026-05-13T05:15:43.665351+00:00,
travel_plan,호치민 (베트남),solo-2d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%ED%98%B8%EC%B9%98%EB%AF%BC/ho-chi-minh-solo-2days,b89d7d2c-2825-4e7d-88b0-20782effbe78,ho-chi-minh-solo-2days,ko,true,996,31,2026-05-22T04:59:34.871415+00:00,
travel_plan,호치민 (베트남),friends-3d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%ED%98%B8%EC%B9%98%EB%AF%BC/ho-chi-minh-friends-3days,9666bef2-5b26-4d83-b6bb-c2d1d3a828d1,ho-chi-minh-friends-3days,ko,true,906,44,2026-05-22T04:58:32.108837+00:00,
travel_plan,오키나와 (일본),solo-2d-ko,/destinations/%EC%9D%BC%EB%B3%B8/%EC%98%A4%ED%82%A4%EB%82%98%EC%99%80/okinawa-solo-2days,5cdc1b3b-2bf9-4968-a9e4-49f4846326c1,okinawa-solo-2days,ko,true,688,33,2026-05-22T05:13:03.483429+00:00,
travel_plan,다낭 (베트남),solo-2d-ko,/destinations/%EB%B2%A0%ED%8A%B8%EB%82%A8/%EB%8B%A4%EB%82%AD/da-nang-solo-2days,4a0e13c2-d9cd-4c8e-8f6a-219264f3d044,da-nang-solo-2days,ko,true,727,75,2026-05-22T07:07:37.760473+00:00,
travel_plan,방콕 (태국),couple-3d-ko,/destinations/%ED%83%9C%EA%B5%AD/%EB%B0%A9%EC%BD%95/bangkok-couple-3days,bf13cb7d-385e-42b5-b105-6436c4ebcd34,bangkok-couple-3days,ko,true,1595,99,2026-05-13T04:58:53.754054+00:00,
